"geneNames.as.numeric.rownames.res1..1.l1...","res1.adj.P.Val.1.l1."
"HP",0.0104157093502987
"ANKRD52",0.0104157093502987
"LY6H",0.010428438016058
"ARRB1",0.0104530679562357
"ZNF740",0.0104717293611425
"CLVS1",0.010476357908452
"DHRS1",0.010476357908452
"control",0.010476357908452
"SH3BGRL3",0.0104814621604534
"chr8:37526416-37526503",0.0104895000048739
"KCNIP1",0.0104913349565579
"PEBP4",0.0105417893411801
"COG3",0.0105665445821403
"TSEN15",0.0105986108378517
"OR7E37P",0.0106397277049855
"PHF20",0.0106522846130818
"CPEB3",0.0106988702504582
"RBM12B",0.0107444244280661
"HNRNPR",0.0107444244280661
"chr3:185135171-185136621",0.0107444244280661
"CCND3",0.0107444244280661
"control",0.0107459982347925
"PHYHIP",0.0107597040720547
"DNHD1",0.0108196999418683
"FAM182B",0.0108268378142236
"PLEKHG5",0.0108268378142236
"chr7:112015558-112015625",0.0108324940638222
"MBD4",0.01084597245838
"C8orf33",0.0108845509045819
"SNORD114-26",0.0108845509045819
"MGAT4A",0.0108869302751067
"chr19:38690874-38691172",0.0108887829181308
"chr15:70485574-70485683",0.0109119725779598
"UBE2D3",0.0109186144722043
"ZNF630",0.0109186144722043
"control",0.0109205645164593
"DDB1",0.0109249052257565
"chr11:131255144-131255240",0.0109527695264396
"chr22:29587709-29587796",0.0109823737146897
"LHX1",0.0110212891644755
"chr19:34418309-34418530",0.0110248714546793
"CSMD1",0.0110720904335071
"SNORD114-2",0.0110728913581242
"TRDN",0.0111008625266998
"CCDC106",0.0111567221224185
"DPP3",0.0111567221224185
"GABRG1",0.0111884610497976
"PTCH1",0.0111886240139789
"DZIP1",0.0111886240139789
"HSP90B1",0.0112242345920035
"chrX:40693508-40697060",0.0112448287900746
"ZBTB38",0.0112455697412252
"chr10:76738086-76738204",0.0112715930036651
"RPL7",0.0112715930036651
"PALMD",0.0114049070983166
"control",0.0114049070983166
"MAT2B",0.0114131173627052
"control",0.0114476709366218
"EEF1DP3",0.0114590078545202
"ANAPC5",0.0115044648132572
"control",0.0115497530986557
"LEF1",0.0115604814973124
"chr5:31595672-31595776",0.0115678284402217
"MPHOSPH8",0.0115978746483059
"AMOT",0.0116076718982355
"DDX18",0.0116148921548844
"RPP25L",0.0116148921548844
"PABPC1",0.0116148921548844
"KREMEN1",0.0117298981619018
"chr2:132143133-132143204",0.0117424527298333
"PIRT",0.0117751990569044
"ZNF587",0.0117823263432833
"control",0.011785241300564
"LYPLA2",0.0117970934251298
"DLG3",0.0117970934251298
"NEIL2",0.0117970934251298
"control",0.0118479468970205
"GALR1",0.0118582656547921
"FAM35DP",0.0118752217439763
"CHST10",0.0118760753289861
"C2orf61",0.0118775122022952
"CD46",0.0119407181052859
"SPEG",0.0119765675669232
"UPF2",0.0120356323211107
"TNS1",0.0120538704863547
"LDB1",0.0120546726721391
"B3GAT1",0.0120784357266331
"control",0.012120154943349
"OR7D2",0.0121227960787755
"ST20-MTHFS",0.012131406749476
"TRIM16L",0.0121732117709326
"RHEB",0.0121732117709326
"chr15:77570807-77571079",0.0122183855682863
"NCOA1",0.0122336934196184
"SRI",0.0122336934196184
"IRF2BPL",0.0122733139467437
"MAP3K8",0.0122930153048842
"GPSM2",0.0122982152696182
"PTPRM",0.0123316776777509
"CAPZA1",0.0123657495845337
"control",0.0123657495845337
"ST3GAL6",0.0123818767127809
"PCYT2",0.0124172767816896
"TTC13",0.0124172767816896
"ACOX3",0.0124172767816896
"TTC9",0.0124385828984707
"MTF2",0.0124385828984707
"DSE",0.0124394615713763
"BCL2L11",0.0124714634545429
"NFIA",0.0124714634545429
"UBE2D3",0.0124714634545429
"LOC100134868",0.0124848373810928
"MIR9-3",0.0125803826474661
"control",0.0126057976470955
"AGTR1",0.0126493796592342
"SLC35F1",0.0126582067220627
"NEK6",0.0126582067220627
"KDELR1",0.012800259905849
"CTR9",0.012800259905849
"chr17_gl000205_random:81439-81537",0.012800259905849
"FOCAD",0.012800650676551
"SPATA31C2",0.0128183972217511
"SPATS2L",0.012828401818881
"PDZRN3",0.0128307726639822
"control",0.012854238015911
"AK027463",0.0128864754090427
"control",0.0128864754090427
"DPYD",0.0128864754090427
"chr16:18881490-18881591",0.0128885528323727
"MR1",0.0129017500491465
"RPL7",0.012926686452318
"TESC",0.012926686452318
"LINC01521",0.0129269812659672
"TAF1A",0.0129436903657069
"chr12:7271381-7271480",0.0129436903657069
"HKDC1",0.0129436903657069
"EPHA5",0.0129436903657069
"HIST1H3G",0.0129436903657069
"HHEX",0.0130109519599856
"control",0.0130665630377678
"control",0.0131664223410465
"SLC1A1",0.0131769015902289
"chr3:141773745-141774236",0.0131769015902289
"TMPPE",0.0132130831755905
"ATP2B2",0.0132313602151432
"CACNA2D1",0.0132324938562852
"FLII",0.0132531744052426
"CX3CL1",0.0132654415919909
"UBE2E4P",0.0132749027281368
"STX10",0.0132830608663454
"MCM5",0.0134090594074174
"MRPS18A",0.0134090594074174
"TCF4",0.0134186439216707
"PARP11",0.013427792825856
"GALNTL6",0.0134339603298143
"TRIM39-RPP21",0.0134339603298143
"TRIM39-RPP21",0.0134339603298143
"TTYH1",0.0134575845567356
"TRIM39-RPP21",0.0134743469405882
"MIR377",0.0134743469405882
"GALNT3",0.0134758253444478
"chr1:53180071-53180366",0.0134758253444478
"SRSF3",0.0134902438499973
"BLOC1S6",0.0134950772221838
"UBE2D3",0.0135053078319553
"ZBTB11",0.0135254201196695
"PDGFC",0.0135361380978381
"ATAD2",0.0135705847691105
"RAD51C",0.0136658833697608
"L3MBTL3",0.0137053996553014
"ZNF671",0.0137053996553014
"control",0.0137053996553014
"DUS4L",0.0137269723026458
"UBE2D3",0.0137376144583202
"MADD",0.0137378388163229
"UBE2D3",0.0137663376805221
"chr1:64308862-64309347",0.0137900715135116
"GABRQ",0.013801526258941
"ADAMTSL1",0.0138308131499586
"LOC100288160",0.0138410278863953
"RCAN2",0.0138410278863953
"FAM13B",0.0138410278863953
"DGUOK",0.0139161999259813
"PAQR8",0.0139161999259813
"HACD1",0.0139161999259813
"COIL",0.0139317643617285
"TMEM57",0.0139317643617285
"TLE4",0.0139418690062931
"KLF12",0.0139465060435462
"LTBP3",0.0139923469672518
"PPM1D",0.0140514047620365
"ANO3",0.01405700462532
"RPS3A",0.0141295028753718
"LRRC58",0.0141610545191849
"CDC45",0.0141630597412103
"SYS1-DBNDD2",0.014216273300681
"ADAMTS16",0.0142372608783796
"HECW1-IT1",0.0142414143720545
"GRM3",0.014245072296575
"chr6:2341684-2341950",0.0142707714801675
"chr2:79109753-79109860",0.0142822447185406
"UBE2D3",0.0143154125474493
"AKAP14",0.0143571469593976
"CASP1",0.0143599252759791
"GALNT18",0.014368188437783
"GINS4",0.0144175477839052
"SNORA38",0.0144391394504518
"control",0.0144391394504518
"MORF4L2",0.0144912397676565
"chr14:81668791-81669006",0.0144912397676565
"chr7:84505977-84506234",0.0144912397676565
"CDHR1",0.0144996909409031
"GPR75-ASB3",0.0145474237395701
"chr1:64494566-64494672",0.0145474237395701
"SCAMP1",0.0145857155440086
"BRIP1",0.0146063804361712
"RPL21P28",0.0146132212960867
"chr3:39067478-39067584",0.014644375164621
"FGF1",0.0146502878656791
"chr7:72753096-72753203",0.0146679403468493
"ZNF703",0.0146686907386678
"OS9",0.0146920086452852
"SNORD7",0.0147033152470009
"chr4:26703931-26704010",0.0147309735467876
"AF339085",0.0147388070754986
"RBM5",0.0147388070754986
"MOCS2",0.0147419472318575
"AMBRA1",0.0148130507869248
"RBBP9",0.0148370046613121
"MURC",0.0148917876603849
"RLIM",0.0148917876603849
"CSPG5",0.0148917876603849
"GATS",0.0148917876603849
"CDAN1",0.0149205797881935
"chr6:52955759-52956059",0.0149524862700878
"chr11:74556956-74557247",0.0149646109774639
"AP1G2",0.0149664079065371
"ZZZ3",0.0149745269245068
"control",0.015039462815955
"PAPD7",0.0151245925921517
"TRMT1L",0.0151898765434402
"ATP2B4",0.0152007253895447
"EPB41L4B",0.0152080533766174
"CBLB",0.0152511972884995
"chr11:93290079-93290372",0.0152724653316562
"IBTK",0.0152724653316562
"RPL5",0.0152766781636664
"ENDOD1",0.0152766781636664
"SNORD36B",0.0152766781636664
"ARHGEF17",0.0152817794751887
"REV3L",0.0153122497414458
"AP3S1",0.0153122497414458
"ANKRD18A",0.0153176997270432
"LOC102724562",0.0153547496130578
"TGFBR1",0.0153799237614536
"SPOP",0.0154062501229693
"TSPYL1",0.0154200446434569
"control",0.0154288167205201
"NOL4L",0.015461761346239
"DNAH10",0.0154856774622128
"MUSK",0.0154856774622128
"chr4:1870787-1871064",0.0155145632503752
"PSMA8",0.015515047498745
"HMBS",0.0155469893517043
"ANKS1A",0.0155469893517043
"B3GALT5",0.0155643430532073
"DNASE1L1",0.0156279319485629
"LOC100499484",0.0156280850762148
"chr19:2503045-2503138",0.0156451410225955
"NSG1",0.0157186347288773
"PRB3",0.0157186347288773
"GRAMD1C",0.0157186347288773
"chr2:48729061-48729163",0.0157239074477017
"LIPH",0.0157657288221185
"EEF1A1",0.0157853740298703
"KIAA0087",0.0157919761892405
"GRK3",0.0158463604726386
"SMC5",0.0158463604726386
"NAALAD2",0.0158463604726386
"WFDC11",0.0158481908690907
"GREB1L",0.0158677723655389
"EZR",0.0159062166021061
"AQP1",0.0159807211428114
"ARHGAP6",0.0159853730044418
"MYBPHL",0.0159896851247284
"URGCP-MRPS24",0.0159896851247284
"MYLK3",0.0160148574669889
"PTX3",0.0160875147016524
"GLRA1",0.0160875147016524
"chr13:64385499-64385740",0.0161004032328252
"chr7:113781957-113782051",0.0161004032328252
"C16orf45",0.0161004032328252
"control",0.0161004032328252
"DOK6",0.0161004032328252
"C14orf166",0.0161004032328252
"chr17:70659965-70660291",0.0161004032328252
"chr12:19242073-19242825",0.0161541455031528
"control",0.0161541455031528
"MT1DP",0.0161541455031528
"RFC2",0.0161541455031528
"TMEM169",0.0161659519658975
"chr1:93435161-93435267",0.0161659519658975
"NCOA5",0.0162081616898881
"BICDL1",0.0162081616898881
"LOC102724229",0.0162081616898881
"EPM2AIP1",0.016213473396623
"LUZP2",0.0162492350138585
"DUSP5P1",0.0164820519389306
"UBE2D3",0.0164977198058101
"C8orf74",0.016535645471027
"ZNF540",0.0165431976441836
"PIK3CA",0.0165431976441836
"NTF3",0.0165507424207231
"LOC100288778",0.0165716090739923
"KANSL2",0.0166184647092678
"DHRSX",0.0166184647092678
"DHRSX",0.0166184647092678
"STT3B",0.0166184647092678
"MCCC2",0.0166189819697757
"MCCC2",0.0166189819697757
"SPRY4",0.0166315041848236
"KDM4A",0.0166390382249446
"chr1:564951-565019",0.0166651249723341
"RAPGEF5",0.0166651249723341
"control",0.0166651249723341
"TOP2B",0.0166827377074577
"control",0.0166963940248403
"control",0.0167061018610212
"BMPR2",0.0167180033867684
"CADM4",0.0167180033867684
"LRP2",0.0167943626897015
"AGT",0.0168678496817739
"FAM96B",0.0169023883724788
"RAD18",0.016942836217754
"ADAM9",0.016942836217754
"PIEZO2",0.016942836217754
"SORBS2",0.0169465201903226
"MGC70870",0.0169883075533194
"CXorf57",0.0169951967326698
"SCRG1",0.0169951967326698
"chr12:52646042-52652082",0.0170551103935243
"ESCO1",0.0170551103935243
"RNVU1-4",0.0170881639360352
"TUSC3",0.0171293309865656
"FOXA1",0.017151216005162
"PNOC",0.0171586900981199
"GRN",0.0171685203319164
"RTF1",0.0171685203319164
"OR1C1",0.0171863236048778
"CLSPN",0.017211002966301
"FAM20C",0.0172568406556477
"B4GALT3",0.0172568406556477
"EIF3M",0.0172610213137091
"FAM134A",0.0172862914327241
"chr16:4708852-4709152",0.0173018421818058
"control",0.0173141719001354
"TRA2B",0.0173367430991456
"DLL1",0.0174252167261649
"CTSH",0.0174456323532629
"SP140L",0.0174464522465709
"CRISPLD1",0.0174510916529152
"COX7A2L",0.0174582558406386
"RLIM",0.0174582558406386
"DCPS",0.0175065824599616
"PLA2G12AP1",0.0175065824599616
"EBAG9",0.0175173056716225
"TMEM135",0.0175173056716225
"chr5:14652047-14653435",0.0175173056716225
"chr14:50306443-50306545",0.0175619586777838
"MIR495",0.0175692874795094
"DDHD2",0.0175692874795094
"SNORA80A",0.0175697196319723
"CDK10",0.0175697196319723
"ZFAND1",0.0176457418391958
"SYBU",0.0176457418391958
"PDCD10",0.0177263478873401
"MEG3",0.0177263478873401
"GAL3ST4",0.0177263478873401
"control",0.0177398451152403
"SYCP2",0.0177398451152403
"EIF3L",0.0177601930768713
"ZNF702P",0.0177601930768713
"ZC3HAV1",0.0177601930768713
"chr3:172420914-172421014",0.0177745982266486
"MAB21L2",0.0177745982266486
"control",0.0177994611594761
"chr5:156241141-156241245",0.0178391958916689
"SLC16A14",0.0178391958916689
"CDON",0.0178820954248108
"TCF21",0.0178827258368587
"HIST1H1B",0.0179063605117241
"KHDRBS3",0.0179273337294952
"chr14:20614222-20614314",0.0179273337294952
"control",0.0179475026452623
"MAP4",0.0179475026452623
"TOMM70",0.0179765973829606
"CNTN2",0.0179800479423987
"GABARAPL2",0.0179800479423987
"AMIGO2",0.0179800479423987
"SPSB4",0.0180449498130964
"LINC00461",0.0181062776527595
"control",0.0181071547946139
"EPHA3",0.0181078834811377
"PRKAR2B",0.0181078834811377
"chr6:105214696-105214770",0.0181920108700951
"chr1:51847980-51848086",0.0183575591455597
"PAM",0.0184987017505574
"VPS4B",0.0185491958887189
"CLGN",0.0185737176248751
"NBPF6",0.0185737176248751
"LOC105379252",0.0186908762536581
"TMEM8A",0.0187427712739511
"control",0.0187427712739511
"NDUFA4",0.0187586742001178
"LOC100131541",0.018802983068181
"PIAS1",0.0188323425684254
"control",0.0188547117519923
"chr7:105848613-105848713",0.0188949752581148
"HUS1",0.018899565786441
"control",0.018899565786441
"KIAA1143",0.018899565786441
"GYPE",0.018899565786441
"control",0.0189522174148484
"control",0.018963198138833
"SVIL",0.0189709680588343
"MIR323A",0.0189709680588343
"RPL21P28",0.0189709680588343
"C4orf22",0.0190318856562968
"RMND5A",0.0190864875920161
"CDH9",0.0191203551050302
"chr10:35539887-35539996",0.0191203551050302
"RABGEF1",0.0191203551050302
"control",0.0191432301248495
"control",0.0191982374467275
"KPNA5",0.0191982374467275
"BEX1",0.0192220973668418
"ZNF292",0.0192571198194389
"LINC01341",0.0192678994981816
"SOX2",0.0192678994981816
"CRIM1",0.0192744128152335
"chr3:43356443-43356747",0.0193160116352674
"RPS3A",0.0193658854450906
"RPS3A",0.0194030886705814
"XRN1",0.0194377323135113
"ANKFN1",0.0194396736001092
"FLJ37035",0.0194429153043709
"PFKP",0.019471525988894
"MICAL3",0.0194809319959962
"control",0.019482463065444
"ABI3BP",0.0194892552409901
"CLN8",0.0195529685099769
"GPRIN3",0.019562664376937
"control",0.0195919659465605
"chr2:58478569-58479841",0.019665814123962
"BFSP2",0.0196951074588825
"RICTOR",0.0197478913269102
"chr6:25261458-25261946",0.0197545616072315
"PRAMEF18",0.0197766430061755
"POMGNT1",0.0197831038888757
"KIAA1143",0.0198152272754432
"control",0.0198237613119802
"control",0.0198258522384279
"AGTPBP1",0.0198258522384279
"MIR382",0.0198258522384279
"TBC1D30",0.0198258522384279
"NEXN-AS1",0.0198800672502215
"ZNF155",0.0199572752982697
"CCDC88C",0.0199769507981237
"NIPSNAP3B",0.0200918278480189
"APBB2",0.0201152464198888
"SLC25A34",0.0201332262024005
"RNF144A",0.0201552099022902
"ANAPC16",0.0201945503790511
"ZNF491",0.0201945503790511
"KIAA0141",0.0201945503790511
"PFN1",0.020239828075141
"MPV17",0.020239828075141
"control",0.0202450284061917
"CCDC28A",0.0202450284061917
"POMT2",0.0202836101322625
"SPOCK3",0.0203148143960788
"AAGAB",0.0203655798404214
"TMEM177",0.0203915212086279
"ARHGEF28",0.0203961889644524
"FSTL5",0.0204252935145944
"MTMR10",0.0204562167456194
"chr5:134264017-134264081",0.0204562167456194
"MYT1",0.0204648589771433
"CCDC122",0.0204648589771433
"ACSL1",0.020467807519099
"chr21:46511596-46515493",0.020467807519099
"TCF12",0.0204795742859835
"ATE1",0.0204820160163331
"chr22:42961019-42961336",0.0204820160163331
"SAMD8",0.0204950232956314
"control",0.0205032377752207
"IFI6",0.0205363477433991
"THSD4",0.0205439803321495
"MIR153-2",0.0205439803321495
"ABCC9",0.0205589920537797
"INHBB",0.0205705899021853
"ALPK1",0.020637439856854
"ASXL1",0.020637439856854
"SLC9A8",0.0206807391336606
"chr7:128743608-128743754",0.0207548922008609
"FBXO17",0.0207548922008609
"SIGLEC7",0.0208042594792169
"PPP1R21",0.0208152510277897
"CTTNBP2NL",0.0208199244995044
"EDC4",0.0208199244995044
"FAM8A1",0.0208359354950865
"RPL21P28",0.0208359354950865
"TIMP3",0.0208359354950865
"PDGFA",0.0208758701871794
"PAX2",0.0208892201736115
"SCRIB",0.0208892201736115
"C3orf62",0.0208980213509109
"control",0.0209130575468623
"control",0.0209556599604533
"control",0.0209556599604533
"HLTF",0.0209997443378605
"chr9:98175401-98175799",0.0210363516838109
"TSPAN18",0.0210363516838109
"NUDCD1",0.021082748885429
"control",0.0210934346838668
"CEP120",0.0210934346838668
"FBLN5",0.0210934346838668
"chr8:62544237-62544571",0.0211268989567934
"ATF2",0.0211268989567934
"GEM",0.021129873210194
"PBK",0.0211313366397921
"SYT9",0.0211397445400916
"FAM13A",0.0212350131635468
"AFF3",0.0212350131635468
"chr9:1001863-1001963",0.0212556047703303
"PRDX1",0.0212556047703303
"ZDHHC13",0.0212556047703303
"PAIP1",0.021298592117466
"PTGDS",0.021298592117466
"chr8:120724070-120724385",0.0213022236810167
"ATP5SL",0.0213090756726512
"IL2RG",0.0213953329629479
"CDH13",0.0214217049949808
"LGALS3BP",0.0214347806689307
"SLMAP",0.0214637262961475
"FMNL3",0.0215151458751244
"NSUN4",0.0215151458751244
"SLC35B4",0.0216391683833651
"GOSR1",0.0216564776419952
"chr5:50463375-50463481",0.0216657507984893
"chr11:85805234-85805335",0.021744858022737
"VPS54",0.0217489172730781
"chr10:36723413-36723483",0.0217984907063825
"QDPR",0.0218186913518859
"CABIN1",0.0219152788941078
"PLD5",0.0219152788941078
"FBXW7",0.0219217598646955
"AJAP1",0.0219550243964785
"MAN2A1",0.0219550243964785
"MRPS34",0.0219550243964785
"SOX4",0.0220463071632988
"LOC100288778",0.0220463071632988
"chr2:48444714-48445040",0.0220589054293584
"EFS",0.0220601976650742
"ST18",0.0220601976650742
"TMC7",0.0221321556081839
"SLC35A4",0.0221833080956027
"MLC1",0.0222247603139498
"BRINP3",0.0222247603139498
"NHS",0.0223115442509546
"HEXB",0.0223251412931462
"LOC400464",0.0223477261973546
"chr16:11367974-11368090",0.0223795984946543
"SECISBP2",0.0224282746553657
"ZIC3",0.0224282746553657
"LOC284581",0.0224601766944621
"CLDN12",0.0225100235601531
"LBR",0.0225635795196302
"TERB1",0.0225836211634026
"FRYL",0.0226014416711836
"chr8:37979892-37979998",0.0227214799835397
"SMYD2",0.0227214799835397
"SH3BP4",0.0227299519085243
"CCNI",0.0227348691479212
"SEC31A",0.0228428784669615
"IFNAR2",0.0228428784669615
"LDB2",0.0228533979869482
"UTS2",0.0230399608273826
"POTEB3",0.0230438241876527
"CKB",0.0230438241876527
"KCNT2",0.0230438241876527
"RGCC",0.0230438241876527
"CTDSP2",0.0230778782455439
"chr14:38297003-38297106",0.0230778782455439
"RNVU1-4",0.023103646711832
"RNVU1-4",0.023103646711832
"SSTR2",0.023103646711832
"ZNF616",0.0231640343481976
"control",0.0231709555620547
"chr3:30345813-30346027",0.0231709555620547
"FABP12",0.0231709555620547
"chr3:98376381-98380461",0.0231790888924565
"chr1:94387671-94387736",0.0232323096866395
"ACTL6B",0.0232816893922009
"CRY2",0.0232878019123949
"chr6:66546823-66547962",0.0233019109392949
"MRPS28",0.0233531578091537
"IL33",0.023366551597784
"LRRC61",0.023366551597784
"chr12:107665100-107665171",0.0234226353319901
"FBXO16",0.023553764675755
"control",0.023553764675755
"chr1:20297463-20297762",0.0235584320739501
"BC032569",0.0235733131387798
"control",0.0236355521686746
"ZBTB34",0.0236355521686746
"LCOR",0.0236355521686746
"PDLIM7",0.0236591923932088
"CHD4",0.0236742382844583
"chr15:30647639-30647741",0.0236965993029855
"chr15:32467450-32467552",0.0236965993029855
"C19orf70",0.0237399976912917
"PIR-FIGF",0.0237831730043817
"SPATA31C2",0.0237955399814596
"ARID4B",0.023841950498236
"AF132200",0.0238458250633216
"chr3:80677129-80677228",0.0238954977131017
"FANCC",0.0238954977131017
"TEX264",0.0239177622089158
"RWDD2B",0.0239177622089158
"ZNF254",0.0239177622089158
"FBXO25",0.0239189999625338
"SSBP2",0.0239288558093415
"control",0.0239904768052559
"RAB6A",0.0240009806226087
"TANC2",0.0240720672380052
"PTGIS",0.0240720672380052
"chr8:23663742-23663890",0.0240848346805867
"DNAH9",0.0241532499090327
"UNQ9370",0.0242796463591181
"chr2:202420891-202420950",0.0242945607106797
"LOC100288778",0.0243376589753587
"IMPA2",0.0243662596275512
"DPYSL5",0.0243662596275512
"USP11",0.0243662596275512
"control",0.0243662596275512
"chr5:118474554-118474660",0.0243662596275512
"chr5:6848234-6848575",0.0243662596275512
"GRIA4",0.024369710385063
"HIST1H2AG",0.0243733931967804
"ATG2B",0.0243751433560007
"SNORA22",0.0243964440328176
"PCDHB9",0.0244043074309908
"GNL1",0.0244043074309908
"control",0.0244080493673703
"USP9X",0.0245137369670645
"MRPL14",0.0245391965787121
"HIST2H4B",0.0245391965787121
"HIST2H4B",0.0245391965787121
"LUM",0.0245731969044629
"PELI1",0.0245761557389062
"WNT5A",0.0245761557389062
"control",0.0246073235357403
"GLUL",0.0246095438878457
"MASTL",0.0246535255928754
"control",0.0246535255928754
"LOC102724428",0.0246876431632056
"PTPDC1",0.0246876431632056
"AF494508",0.024724029580128
"APOA4",0.0247432389495156
"PROS1",0.0247713234114931
"NLGN3",0.0247916353990881
"HPD",0.0248092207555336
"CSGALNACT1",0.024897546808911
"KIZ",0.0249186908992471
"RAD52",0.0249523945313398
"CENPK",0.0249523945313398
"chrX:125863022-125863087",0.0249523945313398
"chr14:32960253-32960374",0.0249776225879086
"chr7:120835002-120835111",0.0249776225879086
"PHOX2A",0.0249863636603317
"ZNF480",0.0249947689280502
"POLR2F",0.0249947689280502
"ZNF571",0.0249947689280502
"CYP26C1",0.0249947689280502
"WDR33",0.0249947689280502
"control",0.0249947689280502
"METTL7A",0.0250105542318708
"RPL36A-HNRNPH2",0.025062662869077
"BCL9",0.0251256652791474
"LRRC7",0.0251611948678681
"WDR5",0.0252765753690103
"CDCA7L",0.0253178991161289
"KLC1",0.025409834922302
"IGFLR1",0.0254385812374031
"POLR2A",0.0254774412629604
"control",0.0254986039335167
"chr5:17353982-17354476",0.0254986039335167
"VPS37B",0.0254986039335167
"CMTM4",0.0255089171456984
"chr17:22026260-22026329",0.0255649459071848
"SHOC2",0.0256184350585679
"PACSIN2",0.0256184350585679
"ACSL4",0.0256184350585679
"control",0.0256197645762927
"RALA",0.0256364530004354
"MPV17L2",0.0256364530004354
"HOXA7",0.0256364530004354
"PLCG2",0.0256364530004354
"SLCO5A1",0.0256437335567558
"MSX2",0.025665984044322
"ST6GAL1",0.0256664303056026
"NXPE1",0.0256682347439606
"ATP5B",0.0256682347439606
"CCDC88C",0.0257491267001296
"control",0.0257491267001296
"SOGA3",0.0257729066983276
"SPATA1",0.0258400683638889
"chr11:122874303-122874371",0.0258400683638889
"UST",0.0258873938301677
"RPL23AP53",0.0258981435710406
"ASAH1",0.0259744516391106
"HSD17B10",0.0259757527399604
"SNORD109B",0.0259853487633667
"SNORD109B",0.0259853487633667
"chr9:34049964-34050212",0.0259853487633667
"RAB5C",0.0259868848920687
"control",0.0259868848920687
"KIAA0368",0.0259868848920687
"PIK3C3",0.0259983690104986
"FAM182B",0.0260521804377998
"IFNA16",0.0260846629037721
"SDK1",0.0261626674310824
"SCARNA17",0.0261738343411255
"SNX3",0.0262244979329503
"HLA-DMA",0.0262257086778559
"HLA-DMA",0.0262257086778559
"ZBED4",0.0262257086778559
"EIF2AK4",0.0262737497900757
"KEAP1",0.0263058791335891
"chr12:42792352-42792450",0.0264138862825834
"ESYT2",0.0265076970908893
"MRO",0.0265076970908893
"THOP1",0.0265076970908893
"BLID",0.0265436502420823
"chr3:142392441-142392757",0.0265436502420823
"ETF1",0.0265436502420823
"SPATA20",0.0265436502420823
"HIST1H2BE",0.0265824729630319
"CYP27C1",0.026609463988605
"MAP2",0.0266213850972049
"AB062480",0.0266213850972049
"chr4:157907527-157907847",0.026646793334955
"control",0.0266483918444409
"control",0.0266483918444409
"chr4:186631029-186631121",0.0267290731740524
"TRIM8",0.0267877403476398
"DNMT3B",0.0267919942024215
"STEAP1",0.0268217111877179
"chr3:193458278-193458475",0.0268549556894836
"chr4:9698364-9704578",0.026860271616883
"FOSB",0.026881564771492
"chr2:117783770-117783838",0.026881564771492
"RAB11A",0.0269649621017733
"ENOPH1",0.0269649621017733
"control",0.0269649621017733
"CCDC89",0.0269649621017733
"DHODH",0.0269649621017733
"control",0.0269834303282075
"control",0.027075377615773
"KDM1A",0.0270972281689667
"AF253979",0.0271162635160534
"chr7:128337490-128337610",0.0271252912960399
"TGOLN2",0.0271545046813592
"NPDC1",0.0271993293806585
"chr5:133853501-133853728",0.0271993293806585
"ST8SIA2",0.0271993293806585
"SASH1",0.027215629893931
"DIO3",0.0272741430175886
"ABR",0.02730554791838
"ANKDD1A",0.027305664216988
"control",0.0273270433969291
"control",0.0273379735188696
"CELF2",0.0273738898118934
"control",0.0274410745775386
"chr1:36884051-36884179",0.0274993592352848
"AIDA",0.0274993592352848
"SHISA9",0.0274996570164896
"TM7SF2",0.0274996570164896
"MSANTD3-TMEFF1",0.0274996570164896
"ZDHHC15",0.0275212563132919
"SENP5",0.0275212563132919
"IFI16",0.0275212563132919
"GPATCH1",0.0275430577724543
"chr1:25104365-25104470",0.0275430577724543
"chr11:71758919-71759038",0.0275854258307846
"RAPGEF6",0.0275854258307846
"control",0.0275914449807105
"S1PR1",0.0275914449807105
"SNORD14C",0.0276034118188604
"GBP1P1",0.0276104408574497
"NR3C2",0.0276316508694184
"HILPDA",0.0276316508694184
"TMEM53",0.0276316508694184
"FAM3C",0.0277015709060911
"MAPK6",0.027703458224547
"RPL23A",0.0277111737413302
"MFSD14B",0.0277190203673786
"LOC100233156",0.0277190203673786
"TAZ",0.0277899089524167
"DACH2",0.0278065153561586
"chr14:75487464-75487567",0.0278142468865502
"STAT5B",0.0278261049991006
"CBWD6",0.027855748542403
"EGFL6",0.0279178701456123
"chr10:79672037-79672301",0.0279230130515807
"PEMT",0.0279257440027336
"chr1:54275947-54276056",0.0279587348304158
"ARHGEF3",0.0281626626489438
"control",0.0281755674936898
"AR",0.0282237066172766
"KLHL5",0.0282718786882623
"EDEM2",0.0282733037993433
"NOVA1",0.0283075130320103
"chr4:126283974-126284082",0.0283603123949296
"CAV1",0.0283603123949296
"chr19:49296409-49296515",0.0283603123949296
"LOC100129860",0.0284595714514769
"LOC100129860",0.0284595714514769
"control",0.0285107722928043
"BEST3",0.0285152678434652
"HIBADH",0.0285291697643358
"GDA",0.0285291697643358
"chr22:23603969-23604250",0.0285596019757829
"CCSER1",0.0285596019757829
"ST8SIA1",0.028569014355132
"control",0.028569014355132
"control",0.0285923920435503
"DDX11L9",0.0286004841627581
"FGF18",0.0286463942608996
"control",0.028736397800111
"CARHSP1",0.0287483060574118
"control",0.028778580213656
"HIST1H2BG",0.0288174062110779
"ARHGEF10",0.0288627454128958
"COX5B",0.0289289290994201
"RB1CC1",0.0289704659742481
"MED1",0.029099117969169
"MID1IP1",0.0292451802515764
"DTL",0.0293280946466206
